,run,Unnamed: 0,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,1,0,6,1,webui,115.52307692307691,294.05237718,19.5,31.55017803843229,38.02473684210526,500.0,1000.0,1.0,977.4853074141048
1,1,1,13,2,webui,145.98461538461538,204.98930074,19.5,33.97544427148866,36.17736842105263,500.0,1000.0,2.0,643.0768576058949
2,1,2,20,3,webui,177.77272727272728,279.76597771666667,38.5,36.563342163730965,38.57868421052632,500.0,1000.0,3.0,508.05281645606
3,1,3,27,4,webui,206.86082474226805,261.9768184944444,57.5,29.823020731558405,38.39245614035087,500.0,1200.0,1.0,475.6253168230476
4,1,4,34,5,webui,144.77272727272728,223.69498156666663,19.5,35.80868600971949,30.294736842105262,500.0,1200.0,2.0,693.0268883041088
5,1,5,41,6,webui,177.77272727272728,289.1792102916667,38.5,35.1387014612065,31.54842105263158,500.0,1200.0,3.0,548.5051957587674
6,1,6,48,7,webui,208.8265306122449,270.59221037777775,57.5,28.14638658439181,32.3035087719298,500.0,1400.0,1.0,493.91133930893903
7,1,7,55,8,webui,144.77272727272728,209.8823183833333,19.5,34.04792728981563,28.92315789473684,500.0,1400.0,2.0,878.583367325295
8,1,8,62,9,webui,177.22727272727272,282.6969524333333,38.5,36.2140554018731,29.33631578947369,500.0,1400.0,3.0,580.2869587429672
9,1,9,69,10,webui,208.8265306122449,270.4174318888888,57.5,28.660650578439228,28.819649122807025,700.0,1000.0,1.0,508.11954697354827
10,1,10,76,11,webui,144.77272727272728,165.47855478333335,19.5,33.14822052483616,38.526315789473685,700.0,1000.0,2.0,535.186801367109
11,1,11,83,12,webui,163.2824427480916,420.4007232,38.5,39.57536002485856,38.75763157894735,700.0,1000.0,3.0,701.5851004733843
12,1,12,90,13,webui,175.34615384615384,168.76183369166662,38.5,31.677784675445256,38.14184210526314,700.0,1200.0,1.0,461.4796051135312
13,1,13,97,14,webui,208.8265306122449,146.69020551111112,57.5,23.551550160875937,39.04192982456141,700.0,1200.0,2.0,453.14238013504416
14,1,14,104,15,webui,143.95454545454547,172.22305516666663,19.5,35.69001493965206,32.02684210526316,700.0,1200.0,3.0,579.1002210921955
15,1,15,111,16,webui,175.34615384615384,192.00942139166665,38.5,31.63485316738996,32.84684210526316,700.0,1400.0,1.0,482.7267892464132
16,1,16,118,17,webui,208.8265306122449,166.00546508333335,57.5,22.782371900740134,32.32491228070173,700.0,1400.0,2.0,460.4680520402495
17,1,17,125,18,webui,144.77272727272728,152.54067695,19.5,34.376018853752335,28.077368421052626,700.0,1400.0,3.0,546.2270621858677
18,1,18,132,19,webui,177.77272727272728,179.4444114416667,38.5,30.11174321774999,28.662631578947384,900.0,1000.0,1.0,463.5502237095587
19,1,19,139,20,webui,208.8265306122449,158.25953265555555,57.5,23.4335865223411,28.691228070175445,900.0,1000.0,2.0,448.5675920949974
20,1,20,146,21,webui,200.96954314720813,457.6219852411765,57.5,39.69166119556304,38.18912280701755,900.0,1000.0,3.0,644.7189995427644
21,1,21,153,22,webui,145.98461538461538,279.65655682,19.5,39.65085689013207,32.53631578947368,900.0,1200.0,1.0,982.195467211592
22,1,22,160,23,webui,175.9923076923077,422.1843835499999,38.5,42.24717157778675,34.284736842105275,900.0,1200.0,2.0,729.6490243740011
23,1,23,167,24,webui,207.23834196891195,461.0371919749999,57.5,37.768770679228886,33.38561403508771,900.0,1200.0,3.0,621.6661846553966
24,1,24,174,25,webui,145.98461538461538,267.94039818,19.5,39.050475401697874,26.63000000000001,900.0,1400.0,1.0,978.9099830122528
25,1,25,181,26,webui,176.0625,409.92079858,38.5,39.43585539354381,29.282105263157888,900.0,1400.0,2.0,708.8633329703613
26,1,26,188,27,webui,210.7076923076923,449.15978151333337,57.5,37.55093139070412,29.2722807017544,900.0,1400.0,3.0,571.7992849387103
0,2,0,6,1,webui,142.3181818181818,258.58149471666667,19.5,39.98442716813678,37.19157894736842,500.0,1000.0,1.0,916.2081824345554
1,2,1,13,2,webui,144.77272727272728,185.03999558333336,19.5,35.60471482285407,38.52578947368421,500.0,1000.0,2.0,670.2740325732899
2,2,2,20,3,webui,178.12213740458014,258.6868447636364,38.5,35.819079379890944,39.9357894736842,500.0,1000.0,3.0,521.2095718233711
3,2,3,27,4,webui,207.0,275.3954172875001,57.5,29.26450544329544,38.85070175438598,500.0,1200.0,1.0,470.78063579187017
4,2,4,34,5,webui,145.43076923076924,209.85509506,19.5,34.81316084378064,32.50052631578948,500.0,1200.0,2.0,704.2997614931288
5,2,5,41,6,webui,173.32,259.7528767,38.5,34.98410141938785,33.98052631578948,500.0,1200.0,3.0,521.1967220394882
6,2,6,48,7,webui,209.04145077720207,282.0680396133333,57.5,28.7514808760783,33.77473684210524,500.0,1400.0,1.0,476.00512468913024
7,2,7,55,8,webui,145.98461538461538,216.3805201,19.5,33.493963880160216,27.892631578947363,500.0,1400.0,2.0,668.9792379348455
8,2,8,62,9,webui,178.48461538461538,284.38601379,38.5,35.08303773201776,29.19342105263158,500.0,1400.0,3.0,517.6195817753774
9,2,9,69,10,webui,208.21761658031087,285.2518052799999,57.5,29.342548758562945,29.2777192982456,700.0,1000.0,1.0,477.75540259298816
10,2,10,76,11,webui,145.98461538461538,146.11560866,19.5,33.12666477116577,37.78421052631578,700.0,1000.0,2.0,538.1286516061095
11,2,11,83,12,webui,178.12213740458014,433.5529956909091,38.5,39.98231843221349,39.34789473684212,700.0,1000.0,3.0,665.0727939931123
12,2,12,90,13,webui,175.34615384615384,181.336711025,38.5,31.558390329745635,38.26210526315791,700.0,1200.0,1.0,463.9592701538528
13,2,13,97,14,webui,210.77272727272728,162.73233834444446,57.5,23.935787629987416,38.31701754385967,700.0,1200.0,2.0,449.9338165308977
14,2,14,104,15,webui,144.77272727272728,164.6954581,19.5,32.68942547690562,32.88315789473683,700.0,1200.0,3.0,516.1583287842158
15,2,15,111,16,webui,177.77272727272728,178.87884889166665,38.5,30.895645657824183,33.85052631578949,700.0,1400.0,1.0,456.2503702120116
16,2,16,118,17,webui,210.77272727272728,147.72669491666667,57.5,22.615790457685943,33.205789473684234,700.0,1400.0,2.0,440.6495941826514
17,2,17,125,18,webui,143.95454545454547,167.41394926666666,19.5,32.113541708364075,28.848421052631583,700.0,1400.0,3.0,536.349065040242
18,2,18,132,19,webui,177.77272727272728,203.34722621666663,38.5,30.89050760009992,29.759473684210537,900.0,1000.0,1.0,471.7877826398196
19,2,19,139,20,webui,208.8265306122449,177.42246207222223,57.5,23.565025669972705,29.37649122807016,900.0,1000.0,2.0,453.5035385939222
20,2,20,146,21,webui,210.83756345177665,472.591748617647,57.5,38.01126019465705,39.69736842105263,900.0,1000.0,3.0,549.2617125460781
21,2,21,153,22,webui,145.98461538461538,283.9251902,19.5,39.760551136377785,30.69157894736842,900.0,1200.0,1.0,890.530341549685
22,2,22,160,23,webui,177.29770992366412,426.9034864818182,38.5,40.18460140966781,32.505263157894724,900.0,1200.0,2.0,642.2392774392237
23,2,23,167,24,webui,206.1875,462.35994065625,57.5,36.50023004503647,33.61350877192981,900.0,1200.0,3.0,532.0374399788103
24,2,24,174,25,webui,144.77272727272728,249.54766165,19.5,38.93044263613811,27.991578947368424,900.0,1400.0,1.0,934.6529677773364
25,2,25,181,26,webui,177.77272727272728,396.6306716166667,38.5,40.633412646150816,28.308684210526327,900.0,1400.0,2.0,660.6794101315646
26,2,26,188,27,webui,206.9274611398964,464.9113498823529,57.5,36.8883571987557,28.135964912280706,900.0,1400.0,3.0,540.7265079792459
