,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,6,1,webui,135.82258064516128,288.3295723,13.5,41.95716329511278,53.03923076923078,200.0,600.0,1.0,4701.640494137354
1,13,2,webui,260.8157894736842,796.1143609799999,65.5,59.92099144601426,54.31399999999995,200.0,600.0,2.0,1110.352521064053
2,20,3,webui,268.13793103448273,330.3252171066667,65.5,39.77061125653574,40.7823076923077,200.0,600.0,3.0,569.6938689040026
3,27,4,webui,141.98461538461538,159.86554293333333,13.5,29.564041861886004,56.831538461538464,200.0,600.0,4.0,767.9762819393517
4,34,5,webui,174.48461538461538,242.93184008333333,26.5,43.61860697430055,66.09807692307692,200.0,600.0,5.0,651.2077601125483
5,41,6,webui,203.87113402061857,270.54857318333336,39.5,45.82966022831506,66.3935897435897,200.0,700.0,1.0,567.001534510933
6,48,7,webui,241.18421052631578,263.158784175,52.5,39.705926892016336,64.8126923076923,200.0,700.0,2.0,539.7870518850933
7,55,8,webui,272.4848484848485,253.75389001000002,65.5,33.00792897174294,64.7273846153846,200.0,700.0,3.0,528.0122968479482
8,62,9,webui,133.21875,188.329166675,13.5,27.772693601426173,50.24999999999999,200.0,700.0,4.0,751.8374438061937
9,69,10,webui,167.28125,261.418773625,26.5,44.816666248728524,57.20846153846154,200.0,700.0,5.0,660.3049024702907
10,76,11,webui,199.72680412371133,274.1709747666667,39.5,45.70663110708372,56.09051282051278,200.0,800.0,1.0,567.7422936713019
11,83,12,webui,239.83333333333334,265.1709732,52.5,39.738498257005595,56.47423076923079,200.0,800.0,2.0,543.0077956751487
12,90,13,webui,133.16666666666666,269.404835375,13.5,40.89814973479622,40.28384615384615,200.0,800.0,3.0,4874.182535885167
13,97,14,webui,272.8333333333333,254.63004906499995,65.5,32.37908130120518,56.05261538461541,200.0,800.0,4.0,533.4979584596329
14,104,15,webui,140.83333333333334,167.19104857500002,13.5,28.190971048222472,45.53769230769231,200.0,800.0,5.0,747.7446987253766
15,111,16,webui,173.83333333333334,256.16790642499996,26.5,44.24806246733333,49.35153846153845,200.0,900.0,1.0,655.3276274697753
16,118,17,webui,205.35714285714286,269.04643631666664,39.5,45.941884759722925,50.04564102564104,200.0,900.0,2.0,566.4404577668055
17,125,18,webui,242.52985074626866,266.93157832500003,52.5,39.4543111778311,49.78865384615385,200.0,900.0,3.0,546.2708869750511
18,132,19,webui,271.5487804878049,256.9801029900001,65.5,33.52666068569332,49.46323076923073,200.0,900.0,4.0,540.4838160164189
19,139,20,webui,140.83333333333334,171.481305,13.5,28.332497373992148,40.14615384615385,200.0,900.0,5.0,708.1704926982394
20,146,21,webui,173.83333333333334,256.8088447125,26.5,45.53402631772902,43.97307692307694,200.0,1000.0,1.0,645.3194621093315
21,153,22,webui,208.7029702970297,271.2579132833334,39.5,46.26767251021593,44.51666666666666,200.0,1000.0,2.0,568.0237287084826
22,160,23,webui,239.67415730337078,268.5317839307693,52.5,38.84021207245512,44.162307692307664,200.0,1000.0,3.0,543.2902378547539
23,167,24,webui,165.36363636363637,477.26135937142857,26.5,57.318557874724135,47.48538461538461,200.0,1000.0,4.0,2669.86130726583
24,174,25,webui,269.94594594594594,259.6340506684211,65.5,33.03612289672684,43.42015384615382,200.0,1000.0,5.0,540.852958032454
25,181,26,webui,138.3,149.71129787499999,13.5,27.01088459345723,35.33307692307694,300.0,600.0,1.0,690.6834434069688
26,188,27,webui,168.3,243.95128075000002,26.5,45.764948339344045,40.77807692307691,300.0,600.0,2.0,610.8690740482323
27,195,28,webui,199.82872928176795,283.39828276363636,39.5,45.93054900774896,40.51974358974361,300.0,600.0,3.0,537.9444645914863
28,202,29,webui,241.09056603773584,261.4460751733333,52.5,39.85008592404253,39.67903846153847,300.0,600.0,4.0,514.4807295650413
29,209,30,webui,270.08923076923077,243.25519975789476,65.5,33.11512205861763,38.72184615384613,300.0,600.0,5.0,510.6438673850708
30,216,31,webui,197.8864864864865,631.065085190909,39.5,59.853786339832766,47.14717948717949,300.0,700.0,1.0,1719.5134837071869
31,223,32,webui,238.3,716.9684962857143,52.5,61.46572629586222,47.90346153846155,300.0,700.0,2.0,1322.398082313345
32,230,33,webui,266.04088050314465,765.0506720999999,65.5,60.01584770077786,48.14338461538458,300.0,700.0,3.0,1099.2646782716927
33,237,34,webui,132.16666666666666,261.7460605,13.5,39.60853441515883,35.60384615384615,300.0,700.0,4.0,4873.5621736608
34,244,35,webui,160.60833333333332,462.60768490000004,26.5,55.59928130753065,40.85499999999999,300.0,700.0,5.0,2656.206161514396
35,251,36,webui,193.30054644808743,551.0352989272728,39.5,58.79773066279495,42.12,300.0,800.0,1.0,1747.5818933248556
36,258,37,webui,227.57831325301206,679.0813407307692,52.5,60.00446428267127,42.79673076923075,300.0,800.0,2.0,1347.871377442927
37,265,38,webui,165.00819672131146,467.7802998125,26.5,56.95696640043791,60.715,300.0,800.0,3.0,2815.1043437790877
38,272,39,webui,263.794952681388,804.385616,65.5,59.52817033459988,42.87415384615384,300.0,800.0,4.0,1103.907111945
39,279,40,webui,131.66666666666666,273.04780653333336,13.5,39.16600989231988,34.58230769230771,300.0,800.0,5.0,5121.755049918737
40,286,41,webui,167.5327868852459,448.27153645,26.5,57.19427435406377,39.32384615384616,300.0,900.0,1.0,2815.65667756387
41,293,42,webui,197.95652173913044,580.43296105,39.5,57.4659613892505,39.41179487179487,300.0,900.0,2.0,1850.3919374197217
42,300,43,webui,231.30645161290323,709.8035058583336,52.5,58.83741419940812,39.79980769230769,300.0,900.0,3.0,1361.7613035001393
43,307,44,webui,262.95819935691316,798.3656552799999,65.5,59.960362545378196,39.57892307692311,300.0,900.0,4.0,1083.2016503232076
44,314,45,webui,138.375,251.512867725,13.5,26.683727498403208,60.28153846153845,300.0,900.0,5.0,1857.8115136697043
45,321,46,webui,172.1153846153846,410.6072810375,26.5,51.42300710291613,66.52346153846153,300.0,1000.0,1.0,1403.825008083904
46,328,47,webui,204.31632653061226,506.5134555416667,39.5,53.84930572717118,66.40589743589737,300.0,1000.0,2.0,1000.0945965883942
47,335,48,webui,237.33834586466165,574.4015375812501,52.5,54.14987279143881,64.79711538461542,300.0,1000.0,3.0,806.868812092979
48,342,49,webui,205.35714285714286,601.9525919666668,39.5,59.4874856807076,62.17923076923075,300.0,1000.0,4.0,1941.0399789461371
49,349,50,webui,265.06134969325154,613.181829645,65.5,55.07508131715727,64.61769230769232,300.0,1000.0,5.0,700.9955330018017
50,356,51,webui,138.375,246.470104375,13.5,35.37918390133766,47.71999999999999,400.0,600.0,1.0,2006.632226980728
51,363,52,webui,165.00819672131146,397.40237823750005,26.5,53.8580572891443,56.22076923076923,400.0,600.0,2.0,1463.7368451901236
52,370,53,webui,197.82258064516128,503.0415129166667,39.5,55.629563120437744,56.17564102564101,400.0,600.0,3.0,1046.5702682075882
53,377,54,webui,228.82258064516128,568.0723966125,52.5,54.999793604012396,54.68634615384615,400.0,600.0,4.0,858.6867759917078
54,384,55,webui,263.76582278481015,605.8131493449999,65.5,55.93630860207691,54.91584615384619,400.0,600.0,5.0,745.0733879618862
55,391,56,webui,135.82258064516128,246.68967934999998,13.5,34.23902949647362,42.542307692307695,400.0,700.0,1.0,1890.6083370820215
56,398,57,webui,165.00819672131146,392.2023145375,26.5,52.72905969377419,46.0719230769231,400.0,700.0,2.0,1541.3534366932868
57,405,58,webui,203.87113402061857,506.8242117416666,39.5,55.9634504925528,45.84461538461537,400.0,700.0,3.0,1166.7025901942645
58,412,59,webui,237.81297709923663,573.0413788499999,52.5,55.04290712979483,49.07326923076923,400.0,700.0,4.0,939.2944965599148
59,419,60,webui,226.00819672131146,718.7073098,52.5,60.01352604235293,62.73499999999995,400.0,700.0,5.0,1402.8087708883154
60,426,61,webui,266.639751552795,611.7084883550001,65.5,55.028022939419444,48.952461538461534,400.0,800.0,1.0,763.885433119884
61,433,62,webui,135.28125,222.3657854,13.5,33.45511212236059,37.856153846153845,400.0,800.0,2.0,1958.510813525276
62,440,63,webui,170.03846153846155,382.39904037499997,26.5,51.92319794535946,44.723076923076924,400.0,800.0,3.0,1378.5740963621538
63,447,64,webui,199.93333333333334,481.16048454,39.5,55.36149818659642,43.470512820512795,400.0,800.0,4.0,975.8801938465489
64,454,65,webui,239.74144486692015,597.4012754533334,52.5,54.5398371103791,43.27480769230767,400.0,800.0,5.0,799.487651955725
65,461,66,webui,269.75232198142413,577.389689017647,65.5,53.59552150698559,43.01030769230766,400.0,900.0,1.0,697.9955208979222
66,468,67,webui,139.55555555555554,254.8075511333333,13.5,34.53914290251787,34.26153846153847,400.0,900.0,2.0,1785.907761449565
67,475,68,webui,168.952,356.91468257142867,26.5,51.45189942929309,37.76038461538461,400.0,900.0,3.0,1387.4602446059125
68,482,69,webui,203.97916666666666,540.77133159,39.5,55.739005041561356,38.98384615384616,400.0,900.0,4.0,1019.8872947038199
69,489,70,webui,238.3,609.9430673571429,52.5,56.00108208526222,39.36596153846155,400.0,900.0,5.0,822.8558649761561
70,496,71,webui,263.76582278481015,802.99270039,65.5,59.96436806986349,62.731999999999985,400.0,1000.0,1.0,1105.6069878185806
71,503,72,webui,271.0920245398773,578.83545076875,65.5,55.039828596699216,39.499230769230756,400.0,1000.0,2.0,709.6295625981681
72,510,73,webui,135.28125,181.25632689999998,13.5,31.469418643555677,54.68999999999999,400.0,1000.0,3.0,1090.2000093527872
73,517,74,webui,159.9672131147541,310.0062788875,26.5,46.95527815520132,62.96230769230768,400.0,1000.0,4.0,928.41715254956
74,524,75,webui,201.9371727748691,424.66065003333335,39.5,51.108159856441766,62.28871794871795,400.0,1000.0,5.0,740.2798930476678
75,531,76,webui,238.21621621621622,440.72133600769223,52.5,52.08938343666212,62.57365384615389,500.0,600.0,1.0,630.3581263159928
76,538,77,webui,272.1503067484663,465.7219159562499,65.5,46.50813425343505,62.3521538461538,500.0,600.0,2.0,586.0255481686917
77,545,78,webui,139.55555555555554,204.76545823333333,13.5,28.484931572127365,48.72461538461538,500.0,600.0,3.0,1121.088019559902
78,552,79,webui,175.13076923076923,331.85170925000006,26.5,46.694111348308326,56.22653846153847,500.0,600.0,4.0,946.5950407556493
79,559,80,webui,206.98461538461538,411.77082433333334,39.5,50.41655399565359,55.36564102564102,500.0,600.0,5.0,733.3360359417396
80,566,81,webui,240.82824427480915,446.644385775,52.5,50.99753360035704,55.626730769230754,500.0,700.0,1.0,629.7256079233648
81,573,82,webui,133.16666666666666,289.299760475,13.5,39.944993785338276,45.98230769230769,500.0,700.0,2.0,4449.953595221687
82,580,83,webui,264.258785942492,452.54571833999995,65.5,47.072047520600506,55.56600000000001,500.0,700.0,3.0,587.4055930628905
83,587,84,webui,138.375,236.01116860000002,13.5,30.782247140323644,44.91461538461538,500.0,700.0,4.0,1080.6268065174745
84,594,85,webui,170.03125,348.2676569875,26.5,48.420031331201066,49.43423076923078,500.0,700.0,5.0,923.4792096569926
85,601,86,webui,202.83505154639175,427.1268841333333,39.5,50.678645269843834,48.996153846153845,500.0,800.0,1.0,749.0356504760997
86,608,87,webui,231.92307692307693,449.83077563125005,52.5,50.68338676509306,48.197500000000026,500.0,800.0,2.0,662.3771526600592
87,615,88,webui,267.1411042944785,459.5399408500001,65.5,47.677001511040594,48.98707692307692,500.0,800.0,3.0,614.9838506113451
88,622,89,webui,138.74242424242425,205.46258439999997,13.5,27.042224778014813,39.87615384615385,500.0,800.0,4.0,1114.007552513571
89,629,90,webui,170.375,335.24762318750004,26.5,48.64198877793152,43.902307692307694,500.0,800.0,5.0,914.336926264863
90,636,91,webui,200.8684210526316,406.4297457833333,39.5,51.80397686672161,44.247435897435885,500.0,900.0,1.0,730.8532245522551
91,643,92,webui,238.4770992366412,446.0111148999999,52.5,51.975628496223116,43.6278846153846,500.0,900.0,2.0,636.7901444076413
92,650,93,webui,161.74193548387098,446.588857775,26.5,57.52690961428318,52.23346153846155,500.0,900.0,3.0,2588.966137535485
93,657,94,webui,272.8333333333333,446.29702014,65.5,47.79620841884045,44.249999999999986,500.0,900.0,4.0,597.8931118717271
94,664,95,webui,140.83333333333334,215.6638259,13.5,31.700912580370257,34.926153846153845,500.0,900.0,5.0,1080.6802316357291
95,671,96,webui,170.375,337.106364175,26.5,47.640286101756836,39.66692307692306,500.0,1000.0,1.0,912.7946668998076
96,678,97,webui,208.3,416.4998251583333,39.5,50.86526264188477,40.22564102564104,500.0,1000.0,2.0,738.6087369304614
97,685,98,webui,238.4770992366412,443.39267759375,52.5,52.096017815270066,40.361730769230775,500.0,1000.0,3.0,641.6423990111888
98,692,99,webui,272.8333333333333,456.36450226000005,65.5,48.06195354620486,40.34584615384617,500.0,1000.0,4.0,600.9252776878918
99,699,100,webui,140.83333333333334,172.430751025,13.5,27.098590038002154,57.40538461538461,500.0,1000.0,5.0,841.643065296058
100,706,101,webui,172.78787878787878,281.5427054875,26.5,46.007052625736456,66.51538461538463,600.0,600.0,1.0,721.7938783390081
101,713,102,webui,202.83505154639175,327.027213775,39.5,49.37631660512124,65.12948717948719,600.0,600.0,2.0,605.226932428443
102,720,103,webui,233.26717557251908,328.84843998125007,52.5,46.03131475795714,65.11634615384618,600.0,600.0,3.0,560.4121964349017
103,727,104,webui,192.2391304347826,594.2605582583333,39.5,59.222046331958914,54.053076923076915,600.0,600.0,4.0,1821.536083139685
104,734,105,webui,268.23853211009174,326.7556656578947,65.5,40.19289620166741,63.63892307692306,600.0,600.0,5.0,548.9628852092778
105,741,106,webui,138.74242424242425,173.37400659999997,13.5,29.825954360622298,50.142307692307696,600.0,700.0,1.0,855.398678720445
106,748,107,webui,171.56451612903226,275.8507160625,26.5,46.03830803770935,56.60730769230773,600.0,700.0,2.0,756.8732164396458
107,755,108,webui,199.73076923076923,325.4176867583333,39.5,48.61628387317125,55.28564102564101,600.0,700.0,3.0,621.7980473918586
108,762,109,webui,242.25283018867924,339.79672557692305,52.5,46.14895068101417,54.981346153846104,600.0,700.0,4.0,567.9757418360264
109,769,110,webui,267.67391304347825,328.89331831,65.5,39.305502212857995,54.769076923076945,600.0,700.0,5.0,551.2232165017152
110,776,111,webui,141.98461538461538,199.5203867333333,13.5,28.955783401594378,47.02153846153847,600.0,800.0,1.0,818.0374746904771
111,783,112,webui,173.83333333333334,269.52219425,26.5,46.60722763616705,51.38653846153848,600.0,800.0,2.0,718.7878461010444
112,790,113,webui,204.04188481675394,339.4396320777778,39.5,49.423425837242696,50.478717948717986,600.0,800.0,3.0,600.6899228428022
113,797,114,webui,235.74806201550388,338.03789823125,52.5,47.06407843293842,50.23480769230772,600.0,800.0,4.0,560.1776863750865
114,804,115,webui,228.53968253968253,710.0857692437501,52.5,59.988051997951246,54.300576923076925,600.0,800.0,5.0,1384.2858311160903
115,811,116,webui,264.74050632911394,327.50143777222223,65.5,39.0316300519822,49.39246153846157,600.0,900.0,1.0,542.1780262726779
116,818,117,webui,138.375,149.045240175,13.5,28.50149679107098,42.39692307692308,600.0,900.0,2.0,818.4882475055247
117,825,118,webui,171.07692307692307,267.49214735,26.5,46.357416514068746,45.358461538461526,600.0,900.0,3.0,690.9374206919888
118,832,119,webui,200.01604278074868,326.8029844444444,39.5,48.761658427607294,43.59435897435893,600.0,900.0,4.0,595.5554266897245
119,839,120,webui,230.2627450980392,329.93507569999997,52.5,46.408857430835496,43.5853846153846,600.0,900.0,5.0,589.8326384524767
120,846,121,webui,271.0149700598802,341.08507455555554,65.5,41.089434636894225,43.836769230769214,600.0,1000.0,1.0,578.2622506004653
121,853,122,webui,137.0327868852459,171.66418083333335,13.5,27.79799053840967,36.626153846153855,600.0,1000.0,2.0,805.7211476357207
122,860,123,webui,168.952,248.63671275714287,26.5,45.68210742835111,42.68692307692308,600.0,1000.0,3.0,705.1346306885168
123,867,124,webui,208.38888888888889,341.09503541,39.5,47.35852418636632,41.470769230769235,600.0,1000.0,4.0,589.8567533931872
124,874,125,webui,238.21621621621622,338.6572089384615,52.5,44.72919213250031,41.03500000000001,600.0,1000.0,5.0,554.918632309006
